MTO_Number,Production_Orders,Materials
AK2509054,203,"05.02.04.075,05.02.10.19,05.02.10.18,05.07.05.01,05.07.05.03,05.06.05.005,05.05.07.03,05.07.15.01,05.07.15.02,05.07.15.06,05.07.15.07,05.06.06.045,05.07.15.03,05.06.06.044,05.05.05.064,05.05.07.06,05.02.08.006,05.02.01.55,05.02.26.07,05.02.26.14,05.02.27.022,05.02.21.02,05.02.24.01,05.02.08.001,05.02.27.066,05.02.25.10,05.02.26.30,05.02.12.16,05.02.26.36,05.02.04.109,05.02.26.09,05.07.02.04,05.08.02.02.022,05.07.02.06,05.05.03.004,05.05.01.041,05.04.06,05.02.08.045,05.02.08.037,05.02.04.038,05.20.04.01.10.01,05.07.03.12,05.07.01.06,05.07.01.05,05.07.01.04,05.07.02.03,05.20.04.01.10.02,05.06.07.006,05.20.03.01.005,05.05.04.027,05.20.02.03.027,05.20.02.10.032,05.05.09.024,05.05.11.11,05.20.04.01.21.01,05.20.04.01.21.02,05.20.04.01.21.06,05.20.04.01.21.07,05.06.09.07,05.06.07.009,05.06.01.03,05.06.02.30,05.20.03.01.035,05.05.20.03,05.05.02.13,05.05.01.040,05.05.04.052,05.05.05.063,05.05.09.041,05.20.04.01.21.03,05.06.18.06,05.06.12.015,05.06.07.012,05.06.03.11,05.06.02.29,05.20.03.01.034,05.05.22.05,05.05.20.04,05.05.04.053,05.20.02.03.052,05.20.02.10.007,05.05.09.042,05.08.02.02.023,05.02.01.19,05.02.27.025,05.02.04.040,05.20.01.01.004,05.20.01.04.014,05.20.01.11.017,05.02.27.016,05.02.04.023,05.02.20.23,05.02.03.031,05.20.01.11.023,05.20.01.10.018,05.02.04.037,05.02.19.01,05.20.01.03.004,05.20.01.11.003,05.02.11.02,05.02.04.051,05.20.01.01.001,05.03.10,05.03.05,05.02.03.003,05.02.13.01,05.20.01.10.029,05.02.04.077,05.02.03.023,05.02.03.015,05.02.27.067,05.20.01.11.039,05.20.01.09.010,05.02.20.18,05.02.22.07,05.02.20.30,05.02.20.41,05.02.36.03.01,05.02.01.36,05.20.01.11.045,05.02.27.061,05.02.15.57,05.02.20.15,05.02.01.18,05.20.01.11.019,05.02.27.023,05.05.17.05,05.05.17.03,05.01.56,05.01.78,05.01.06,06.02.040,07.07.004,06.02.024,06.02.037,06.02.049,06.06.004,06.02.086,06.02.084,06.02.124,06.02.038,07.25.75,07.25.57,07.18.114,07.01.74,07.18.358,07.18.360,07.01.06,07.17.043,07.17.045,07.17.146,07.17.145,07.17.138,07.17.140,07.17.144"
AK2509049,24,"05.05.05.065,05.06.05.028,05.05.04.026,05.06.18.01,05.06.12.016,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.05.03.012,05.05.09.021,05.08.02.02.009,06.04.003,06.03.070"
AK2509048,38,"05.02.04.075,05.02.26.52,05.02.26.30,05.02.12.16,05.02.08.045,05.02.08.040,05.02.22.08,05.02.20.39,05.02.27.073,05.02.14.21,05.02.04.162,05.02.03.023,05.02.03.015,05.02.27.042,06.02.068,06.02.084"
AK2509035,114,"05.02.04.075,05.02.26.30,05.02.26.33,05.02.24.06,05.02.12.16,05.05.03.004,05.05.01.041,05.05.05.048,05.05.07.06,05.05.12.04,05.05.05.009,05.05.07.07,05.02.03.023,05.02.03.015,05.02.27.042,05.20.01.11.039,05.02.01.27,05.20.01.11.042,05.02.27.055,05.02.04.099,05.05.22.05,05.05.20.04,05.05.04.042,05.05.09.037,05.08.02.02.018,05.05.03.002,05.05.06.06,05.05.04.007,05.05.09.009,05.08.01.02.005,05.02.20.24,05.02.01.31,05.20.01.11.010,05.02.04.089,05.05.27.03,05.02.14.08,05.02.03.059,05.02.09.05,05.02.22.05,05.02.25.05,05.05.28.03,05.05.05.085,05.05.05.084,05.05.11.28,06.02.084,06.02.112,06.03.052,06.03.014,06.02.117,06.03.085,05.02.08.030"
AK2509027,40,"05.05.05.022,05.06.06.020,05.05.08.04,05.05.04.021,05.08.02.02.005,05.05.01.041,05.08.02.02.006,05.06.18.06,05.06.08.048,05.06.09.23,05.06.02.28,05.06.02.27,05.20.03.01.022,05.05.10.017,05.05.20.03,05.05.02.13,05.05.01.040,05.05.04.050,05.05.05.078,05.05.10.042,05.05.03.014,05.05.22.05,05.05.20.04,05.05.12.10,05.05.04.023,05.05.05.023,05.20.02.10.020,05.05.10.018,05.08.02.02.008,06.03.030,06.04.012,06.03.028,06.03.065,06.03.031"
AK2509006,10,"05.20.01.04.007,05.02.01.37,05.02.20.31,05.02.04.110"
AK2509002-1,349,"05.20.01.11.048,05.02.26.39,05.20.01.11.005,05.02.24.02,05.02.04.113,05.05.05.065,05.05.05.022,05.02.24.01,05.02.27.014,05.06.06.015,05.06.06.047,05.05.12.02,05.05.05.008,05.02.26.16,05.02.04.095,05.02.24.06,05.02.26.28,05.02.26.12,05.02.04.074,05.05.05.061,05.06.06.021,05.05.05.004,05.06.06.008,05.05.05.064,05.05.05.039,05.05.05.053,05.06.06.001,05.02.08.045,05.02.08.014,05.02.08.023,05.02.21.03,05.02.12.31,05.05.04.026,05.05.05.006,05.05.07.08,05.05.06.05,05.08.01.02.004,05.02.27.034,05.02.03.011,05.02.14.13,05.02.04.055,05.02.21.05,05.02.11.01,05.02.03.028,05.08.02.02.022,05.05.06.03,05.05.07.04,05.05.03.004,05.05.07.06,05.05.07.12,05.05.09.029,05.02.03.065,05.08.02.02.020,05.06.12.001,05.05.01.041,05.05.04.021,05.05.07.10,05.08.02.02.005,05.20.01.11.003,05.02.20.34,05.02.20.33,05.02.01.40,05.02.20.06,05.20.01.10.006,05.02.04.018,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.20.03.01.019,05.20.02.03.053,05.05.09.021,05.08.02.02.009,05.06.18.06,05.06.09.28,05.06.02.28,05.06.02.27,05.06.02.26,05.20.03.01.032,05.05.06.04,05.20.02.05.002,05.05.04.004,05.05.09.006,05.08.01.02.002,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.03.008,05.05.09.008,05.02.03.038,05.02.04.052,05.02.20.27,05.20.01.11.025,05.02.27.052,05.02.15.31,05.02.21.09,05.20.01.11.010,05.02.11.05,05.02.04.064,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.20.01.11.037,05.02.29.02,05.02.04.061,05.02.22.01,05.02.15.14,05.02.20.24,05.02.27.041,05.20.01.11.021,05.02.12.15,05.05.04.050,05.20.02.03.058,05.05.09.040,05.08.01.01.016,05.05.02.13,05.05.20.03,05.05.01.040,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,05.06.12.015,05.06.07.022,05.06.02.04,05.20.03.01.023,05.05.03.001,05.05.02.02,05.05.02.23,05.05.02.15,05.05.04.002,05.20.02.03.004,05.05.09.004,05.08.02.02.003,05.06.18.02,05.06.07.009,05.06.09.07,05.06.01.03,05.06.02.08,05.20.03.01.045,05.05.04.022,05.08.02.02.006,05.05.04.053,05.20.02.03.052,05.05.09.042,05.08.02.02.023,05.05.22.02,05.05.04.033,05.20.02.03.032,05.08.02.02.013,05.05.04.045,05.20.02.03.045,05.05.03.012,05.05.10.065,05.06.07.007,05.06.08.001,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.20.03.01.002,05.05.03.014,05.05.22.05,05.05.20.04,05.20.02.03.021,05.05.09.015,03.02.02.150,05.20.01.01.030,05.02.08.015,05.20.01.01.011,03.04.001,05.20.01.01.015,03.02.03.060,03.03.001,03.02.11.130,07.02.053,07.02.129,07.02.019,07.03.070,07.03.065,07.03.011,07.03.013,07.18.445,07.18.035,07.18.056,07.18.017,07.02.050,07.02.108,07.02.073,07.02.067,07.02.065,07.02.083,07.03.068,07.18.444,07.18.351,07.18.442,07.18.250,07.03.030,07.03.028,07.03.009,07.18.153,07.03.057,07.03.069,07.03.042,07.18.443,07.18.140,01.22.002"
AK2508069,15,"05.02.26.14,05.02.27.003,05.02.26.09,05.02.08.027,05.02.20.24,05.02.03.025,05.02.04.003,05.02.01.45,05.02.20.15,05.02.07.15,05.02.04.125,05.02.08.024,03.02.02.150.01,07.02.003,07.02.061"
AK2508058-1,13,"05.06.05.029,05.06.18.02,05.06.12.021,05.06.08.026,05.06.02.21,05.06.02.20,05.06.09.17,05.20.03.02.056,03.05.001,03.03.001,07.04.004"
AK2508045-B,13,"05.07.30.07,05.07.30.06,05.07.30.05,05.07.02.04,05.07.30.04,05.07.02.06,05.07.30.03,06.05.26.07,06.05.26.06,06.05.26.05,06.05.26.04,06.05.26.03"
AK2508045-A,19,"05.07.30.07,05.07.30.06,05.07.30.05,05.07.02.04,05.07.30.04,05.07.30.03,05.07.30.02,05.07.02.06,05.07.30.01,06.05.26.07,06.05.26.06,06.05.26.05,06.05.26.04,06.05.26.03,06.05.26.02,06.05.26.01"
AK2508039,103,"07.03.065,07.02.096,07.02.007,07.18.335,07.17.132,07.17.133,07.15.005,07.15.006,05.02.26.19,05.02.26.22,05.07.27.01,05.07.27.03,05.11.06,05.02.27.046,05.02.20.16,05.20.01.11.027,05.02.04.082,05.02.20.02,05.20.01.11.030,05.07.03.13,05.20.04.01.13.01.001,05.20.04.01.13.03.001,05.06.12.016,05.06.07.028,05.05.04.050,05.05.28.01,05.08.01.01.016,05.11.07.001,05.10.10.01,05.06.20.04,05.06.21.03,05.10.14.03,05.10.14.02,05.10.14.01,05.10.13.01,05.11.11,05.11.09,05.11.08.001,05.20.02.11.004,05.11.03,05.11.02,05.11.01,05.02.10.21,05.05.03.012,05.06.03.02,05.06.02.01,05.06.18.01,05.07.01.06,05.07.01.05,05.07.01.04,05.07.03.12,05.02.04.007,05.02.27.008,05.11.05,05.20.02.11.005,05.11.04,05.05.05.061,05.20.02.03.062,05.06.05.020,05.06.06.051,05.20.03.02.022,05.20.03.01.014,05.05.10.042"
AK2508030,100,"03.05.001,03.03.001,05.08.02.02.022,05.08.02.02.023,03.02.02.077.01,03.02.02.151.01,03.02.02.150.01,03.02.11.015.01,05.05.17.05,07.02.038,07.02.024,07.02.084,07.01.08,07.17.043,07.17.140,07.17.045,07.17.139,07.17.144,07.17.145,07.17.146,05.02.10.19,05.02.10.18,05.02.26.36,05.02.04.109,05.06.05.005,05.05.07.03,05.06.06.044,05.05.05.064,05.07.15.06,05.06.06.045,05.05.07.06,05.02.08.037,05.07.02.04,05.02.22.07,05.02.20.30,05.02.20.41,05.02.36.03.01,05.02.01.36,05.20.01.11.045,05.02.27.061,05.02.15.57,05.06.07.006,05.20.03.01.005,05.05.04.027,05.20.02.03.027,05.20.02.10.032,05.05.09.024,05.05.11.11,05.06.07.012,05.06.02.29,05.20.03.01.034,05.05.04.053,05.20.02.03.052,05.05.09.042,05.20.04.01.21.06,05.06.18.06,05.06.09.07,05.06.07.009,05.06.03.11,05.06.01.03,05.06.02.30,05.20.03.01.035,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.20.02.10.007,05.05.09.041,03.02.03.032.01,05.05.17.03,03.02.03.053.01,07.02.124,07.18.114,07.18.360,07.18.358,07.17.138"
AK2508029-A1,138,"05.20.02.10.007,05.06.18.06,05.05.09.041,05.20.02.03.027,05.06.06.044,05.20.03.01.034,05.06.12.015,05.05.05.063,05.20.04.01.21.01,05.07.15.01,05.20.04.01.10.01,05.07.05.01,05.20.04.01.10.02,05.07.05.03,05.06.01.03,05.06.06.045,05.20.03.01.035,05.05.04.053,05.06.09.07,05.06.02.29,05.06.03.11,05.06.02.30,05.05.03.004,05.05.02.13,05.05.20.04,05.05.01.041,05.05.22.05,05.05.20.03,05.05.01.040,05.05.04.052,05.05.07.06,05.08.02.02.023,05.08.02.02.022,05.05.17.03,05.05.17.05,05.07.03.12,05.07.02.03,05.07.01.06,05.07.01.05,05.07.01.04,05.07.02.06,05.06.07.012,05.06.07.009,05.06.07.006,05.20.03.01.005,05.06.05.005,05.05.04.027,05.20.02.10.032,05.05.07.03,05.02.04.075,05.02.10.19,05.02.10.18,05.02.26.09,05.02.21.02,05.02.26.14,05.02.27.022,05.02.01.55,05.02.26.07,05.02.12.16,05.02.26.30,05.02.25.10,05.02.04.038,05.02.08.045,05.02.08.037,05.02.01.18,05.20.01.11.019,05.02.27.023,05.02.19.01,05.20.01.03.004,05.20.01.11.003,05.02.11.02,05.02.04.051,05.02.20.23,05.02.03.031,05.20.01.11.023,05.20.01.10.018,05.20.01.04.014,05.20.01.11.017,05.02.04.023,05.02.27.067,05.20.01.09.010,05.02.20.18,05.02.03.003,05.02.13.01,05.20.01.11.039,05.20.01.10.029,05.02.04.077,06.02.038,06.02.049,06.02.037,06.02.024,06.02.084,06.02.086,05.20.04.01.21.07,05.07.15.07,05.20.04.01.21.02,05.07.15.02,05.07.15.03,05.20.04.01.21.03"
AK2508029,76,"03.02.02.126.01,03.02.07.012.01,03.02.06.008.01,03.02.02.077.01,03.02.02.151.01,03.02.02.150.01,03.02.03.032.01,03.02.03.045.01,03.02.11.015.01,05.06.06.044,05.05.05.064,05.05.07.06,05.06.18.06,05.06.07.012,05.06.03.11,05.06.02.29,05.20.03.01.034,05.05.04.053,05.20.02.03.052,05.20.02.10.007,05.05.09.042,05.08.02.02.023,05.05.17.03,07.02.040,06.07.004,07.06.004,07.02.124,07.02.049,07.02.037,07.02.038,07.01.74,07.02.086,07.02.012,07.01.06,07.25.57,07.18.360,07.02.024,07.02.084,07.18.114,07.01.08,07.18.358,07.25.75,07.17.145,07.17.140,07.17.144,07.17.138,07.17.043,07.17.045,07.17.139,07.17.146,03.05.001,03.03.001"
AK2508012-A2,96,"05.02.26.16,05.06.11.09,05.05.07.08,05.02.08.056,05.02.26.50,05.05.03.004,05.05.06.05,05.05.05.008,05.08.01.02.004,05.02.01.52,05.02.14.25,05.02.04.168,05.05.27.03,05.02.14.29,05.02.26.55,05.20.01.11.025,05.06.11.10,05.06.29.003,05.20.03.02.054,05.05.01.050,05.05.01.049,05.05.01.005,05.05.04.006,05.20.02.10.014,05.05.09.008,05.02.08.057,05.20.01.01.034,05.02.20.46,05.20.01.11.065,05.02.27.077,05.02.04.185,05.20.02.10.002.001,05.05.28.02,05.05.05.083,05.05.05.082,05.05.11.27,05.02.20.49,05.02.19.05,05.02.22.09,05.02.03.074,05.02.14.30,05.02.21.17,05.20.01.11.068,05.02.27.082,06.04.078,06.03.013,07.23.009,06.03.084,06.02.140,06.02.161"
AK2508012-2,235,"05.20.01.11.019,05.20.01.11.023,06.02.061,06.02.003,05.02.08.012,05.20.01.01.009,05.02.10.19,05.02.10.18,05.02.04.059,05.06.06.014,05.02.26.14,05.06.06.008,05.05.07.08,05.02.26.21,05.02.04.047,05.02.27.045,05.02.26.12,05.02.24.01,05.02.08.038,05.02.08.014,05.02.08.027,05.02.08.024,05.05.08.03,05.02.27.034,05.02.27.022,05.02.27.007,05.06.12.001,05.05.03.004,05.05.06.05,05.08.01.02.004,05.02.27.017,05.02.27.053,05.02.27.038,05.02.21.03,05.02.11.01,05.02.04.055,05.02.21.04,05.02.11.03,05.06.11.01,05.06.12.017,05.06.11.08,05.06.11.06,05.06.11.03,05.06.11.05,05.06.18.01,05.06.08.022,05.06.02.15,05.20.03.01.018,05.02.03.038,05.02.04.052,05.02.03.031,05.02.04.037,05.02.04.006,05.06.18.02,05.06.09.07,05.06.07.009,05.06.01.03,05.20.03.01.045,05.05.04.006,05.20.02.10.014,05.05.09.008,05.02.20.08,05.02.04.024,05.20.01.11.029,05.02.04.096,05.02.03.036,05.02.03.035,05.02.27.029,05.02.12.06,05.20.01.10.030,05.02.04.079,05.02.20.24,05.02.03.028,05.20.01.11.021,05.02.22.01,05.20.01.11.003,05.02.04.060,05.20.01.01.026,05.20.01.01.011,05.02.08.015,05.20.01.01.019,05.20.01.01.016,06.04.087,06.02.050,06.02.037,06.02.008,06.04.052,06.03.013,06.02.025,06.02.110,06.02.047,06.02.088,06.02.056,06.02.053,06.02.057,05.20.02.10.009,05.02.10.02"
AK2508012-1,59,"05.02.08.006,05.02.08.003,05.04.06,05.16.01.01,05.16.01.02,05.16.01.03,05.02.08.004,05.02.08.002,05.20.01.01.004,05.20.01.01.038,05.04.02,05.20.01.08.001,05.20.01.08.002,05.16.01.06,05.20.01.08.003,05.20.01.01.036,05.01.06,05.20.01.01.002,05.04.01,07.06.001,06.08.001,06.08.002,06.08.003"
AK2508006,6,"03.05.001,03.03.001,05.02.04.077,05.02.04.040"
AK2508005,142,"05.02.04.158,05.02.14.24,05.02.04.162,05.02.08.037,05.02.10.19,05.02.10.18,05.02.26.30,05.02.27.066,05.02.21.02,05.02.26.50,05.02.01.48,05.02.26.48,05.02.27.068,05.02.14.18,05.02.08.014,05.02.08.045,05.02.20.44,05.02.26.52,05.02.03.003,05.02.13.01,05.20.01.11.039,05.20.01.10.029,05.02.04.077,05.02.19.01,05.02.22.01,05.20.01.03.004,05.20.01.11.003,05.02.11.02,05.02.04.051,05.02.27.078,05.20.01.11.065,05.02.20.46,05.02.01.51,05.20.01.03.014,05.02.15.56,05.20.01.04.012,05.20.01.11.061,05.20.01.10.039,05.20.01.03.015,05.02.04.135,05.02.20.18,05.02.08.015,05.20.01.01.011,05.02.22.08,05.02.20.39,05.02.27.073,05.01.78,05.01.06,05.01.56,05.01.14,05.20.01.11.062,05.02.14.21,06.02.086,06.02.049,06.02.138,06.02.135,07.01.74,07.01.06,07.25.57,07.01.14,06.02.068,01.22.003,05.02.20.22,05.02.26.51"
AK2508003-8,6,"05.02.26.14,05.02.27.022,05.02.20.24,05.02.03.031,05.02.04.037,06.02.037"
AK2508003-7,104,"05.05.03.014,05.05.05.022,05.05.07.10,05.06.06.007,05.05.05.039,05.05.03.004,05.05.04.032,05.05.09.029,05.02.21.03,05.02.24.01,05.02.11.01,05.02.04.055,05.02.26.18,05.02.07.03,05.02.26.14,05.02.27.022,05.05.07.12,05.08.01.02.004,05.06.06.001,05.05.12.04,05.05.05.009,05.05.04.022,05.05.09.015,05.08.02.02.006,05.06.22.01,05.06.02.07,05.05.22.02,05.05.20.04,05.08.02.02.012,05.02.22.01,05.02.20.16,05.02.04.019,05.02.20.24,05.02.03.031,05.02.04.037,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.05.09.008,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.05.03.002,05.05.06.06,05.05.04.007,05.05.07.07,05.05.09.009,05.08.01.02.005,06.03.030,06.04.050,06.03.041,06.02.053,06.02.020,06.02.037,06.03.013,06.04.037,06.03.014"
AK2508003-6,84,"05.05.05.022,05.02.26.33,05.02.21.04,05.02.11.03,05.02.24.01,05.02.21.03,05.02.26.26,05.02.11.01,05.02.04.055,05.06.05.004,05.06.06.004,05.05.07.10,05.02.03.058,05.02.26.30,05.02.26.45,05.02.27.055,05.02.04.099,05.02.04.060,05.02.19.01,05.02.22.01,05.06.18.06,05.06.07.002,05.06.02.03,05.05.03.014,05.05.20.04,05.05.04.022,05.05.09.015,05.08.02.02.006,05.02.03.005,05.02.01.27,05.02.27.056,05.02.04.101,05.02.20.24,05.02.22.04,05.02.09.04,05.02.01.29,05.02.27.057,05.02.15.24,06.02.112,06.02.057,06.02.053,06.04.039,06.03.030,06.02.114,06.02.115"
AK2508003-5,27,"06.03.028,06.03.014,06.02.053,06.02.070,05.05.05.022,05.05.04.021,05.05.08.04,05.08.02.02.005,05.05.12.04,05.05.05.009,05.05.08.02,05.02.21.03,05.02.24.01,05.02.11.01,05.02.04.055,05.02.21.06,05.02.24.02,05.02.11.03,05.05.20.04,05.05.09.015,05.05.03.014,05.05.06.06,05.05.04.007,05.05.09.009,05.08.01.02.005,05.02.22.01,05.02.04.060"
AK2508003-3,34,"05.02.04.073,05.02.26.30,05.02.12.14,05.02.24.01,05.02.21.02,05.02.26.26,05.02.26.14,05.02.27.022,05.02.26.12,05.02.27.034,05.02.01.01,05.02.26.09,05.02.27.040,05.02.11.02,05.02.04.051,05.02.03.031,05.02.04.037,05.02.20.24,05.02.19.01,05.02.03.038,05.02.15.12,05.02.27.016,05.02.04.023,06.02.082,06.02.049,06.02.037,06.02.050,06.02.024"
AK2508003-2,101,"05.05.05.022,05.05.05.074,05.06.05.028,05.05.05.033,05.05.11.01,05.05.07.14,05.06.05.024,05.05.03.004,05.05.01.041,05.05.08.07,05.02.26.16,05.02.04.044,05.06.18.01,05.06.12.016,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.05.04.027,05.05.07.20,05.05.09.024,05.05.11.11,05.06.02.28,05.06.02.27,05.06.02.26,05.06.09.18,05.05.04.022,05.05.09.015,05.05.26.08,05.06.14.04,05.06.14.03,05.06.18.04,05.06.18.06,05.06.12.015,05.06.08.006,05.06.09.15,05.06.04.060,05.06.04.059,05.06.20.03,05.06.04.028,05.06.04.021,05.06.03.04,05.06.02.05,05.05.22.05,05.05.20.04,05.05.04.057,08.09.02.08,05.05.10.052,05.05.11.19,05.02.01.20,05.02.27.026,05.02.15.11,05.02.03.034,06.04.003,06.03.021,06.04.014,06.03.030,06.04.002,06.03.079,06.02.044"
AK2508003-1,5,"05.02.26.20,05.02.27.035,05.02.20.16,05.02.04.053,06.02.051"
AK2507087,90,"05.07.15.03,05.06.06.044,05.05.05.064,05.05.07.06,05.07.02.06,05.05.03.004,05.05.01.041,05.20.04.01.21.03,05.06.18.06,05.06.12.015,05.06.07.012,05.06.03.11,05.06.02.29,05.20.03.01.034,05.05.22.05,05.05.20.04,05.05.04.053,05.20.02.03.052,05.20.02.10.007,05.05.09.042,05.08.02.02.023,07.17.144,05.20.02.03.027,07.17.140,07.17.138,07.17.139,05.07.05.01,05.07.05.03,05.06.05.005,05.05.07.03,05.07.15.07,05.07.15.02,05.07.15.06,05.07.15.05,05.06.06.045,05.07.15.01,05.07.02.04,05.20.04.01.10.01,05.07.03.12,05.07.01.06,05.07.01.05,05.07.01.04,05.07.02.03,05.20.04.01.10.02,05.06.07.006,05.20.03.01.005,05.05.04.027,05.20.02.10.032,05.05.09.024,05.05.11.11,05.20.04.01.21.07,05.20.04.01.21.02,05.20.04.01.21.06,05.20.04.01.21.05,05.06.07.009,05.06.01.03,05.06.02.30,05.20.03.01.035,05.05.20.03,05.05.02.13,05.05.01.040,05.05.04.052,05.05.05.063,05.05.09.041,05.08.02.02.022,05.20.04.01.21.01,07.17.043,07.17.045,07.17.145,07.17.146"
AK2507053-1,133,"03.02.02.075.01,05.02.01.14,05.02.26.01,05.02.21.16,05.02.26.13,05.02.24.06,05.02.25.11,05.02.26.18,05.02.27.051,05.02.27.050,05.02.14.23,05.02.26.33,05.02.04.029,05.02.03.056,05.02.04.091,05.20.01.04.004,05.20.01.11.012,05.02.27.004,05.02.09.03,05.02.14.12,05.20.01.03.002,05.02.27.054,05.20.01.11.022,05.02.04.097,05.02.20.24,05.02.19.04,05.02.03.055,05.02.14.16,05.20.01.11.010,05.20.01.10.038,05.02.04.130,05.20.01.11.026,05.20.01.10.034,05.20.01.10.033,05.02.04.090,05.02.20.16,05.20.01.03.013,05.02.01.30,05.20.01.11.042,05.02.27.058,05.02.04.103,07.02.030,07.02.109,07.02.106,07.02.101,07.02.100,07.02.116,01.22.003,05.02.10.21,05.02.14.07"
AK2507053,116,"03.02.07.008.01,03.02.06.003.01,07.07.005,05.02.08.064,05.02.08.065,05.03.03,05.02.08.062,05.04.06,05.02.08.003,05.03.06,05.20.01.13.001,05.03.04,05.20.01.01.039,05.20.09.05,05.20.01.01.038,05.04.07,05.20.07.01,05.01.74,05.01.71,05.01.42,05.01.51,05.01.14,05.01.31,05.01.02.03,05.01.29,05.01.49,05.01.13,06.06.003,07.07.004,07.06.009,07.01.57,07.06.001,07.01.12,07.01.71,07.01.42,07.01.51,07.01.53.02,07.25.14,07.01.31,07.01.58,07.25.13,07.23.008,07.01.19,07.25.29,07.41.001,07.23.006,07.25.49,07.01.45,07.01.46,07.01.13"
AK2507049,1,05.01.78
AK2507025,2,"05.02.04.040,05.01.78"
AK2507021,1,05.01.78
AK2507010,1,03.02.03.022.01
AK2506043-4,28,"05.02.21.04,05.02.24.01,05.02.27.081,05.02.11.03,05.02.08.014,05.02.20.18,05.02.22.01,05.20.01.03.006,05.20.01.11.003,05.02.04.060,05.20.01.10.040,05.02.04.079,05.02.08.015,05.01.86,07.02.057,07.19.028"
AK2506043-3,42,"05.05.05.022,05.02.26.33,05.06.05.023,05.02.14.07,05.05.01.041,05.02.20.16,05.02.01.30,05.20.01.11.042,05.02.27.058,05.02.04.103,05.06.08.010,05.06.18.01,05.06.12.016,05.06.03.02,05.06.02.01,05.20.03.02.025,05.05.03.014,05.05.22.05,05.05.20.04,05.05.04.022,05.20.02.03.021,05.20.02.10.020,05.05.09.015,05.08.02.02.006,03.04.001,03.03.001,05.01.05,03.02.11.132.01,07.01.05,07.02.116,07.18.219"
AK2506043-2,165,"05.02.26.18,05.02.04.091,05.02.26.33,05.02.26.14,05.06.06.047,05.05.05.027,05.05.08.03,05.06.06.008,05.02.27.051,05.02.27.022,05.05.01.041,05.06.12.001,05.02.20.16,05.20.01.11.026,05.20.01.07.009,05.02.01.27,05.20.01.11.042,05.02.27.055,05.02.04.099,05.02.03.031,05.20.01.11.023,05.02.04.037,05.06.18.03,05.06.12.015,05.06.08.021,05.06.09.14,05.06.02.14,05.06.01.05,05.20.03.01.032,05.05.22.05,05.05.20.04,05.20.02.03.025,05.20.02.10.009,05.05.09.020,05.08.01.01.006,05.06.18.02,05.06.08.009.02,05.06.02.08,05.06.01.03,05.20.03.01.045,05.05.03.014,05.05.20.05,05.05.02.20,05.05.01.022,05.05.04.006,05.20.02.03.008,05.20.02.10.024,05.05.09.008,05.08.01.02.004,03.02.02.151.01,03.02.02.150.01,03.04.001,03.03.001,03.01.002,05.01.05,03.02.10.012.01,05.01.08,05.01.54,03.02.11.132.01,07.02.101,07.02.112,07.01.05,07.25.05,07.19.009,07.01.54,07.18.188,07.18.081,05.05.03.004,01.22.003"
